genus	family	notes
Peranema	Dryopteridaceae	
Pereskia	Cactaceae	
Pereskiopsis	Cactaceae	
Perezia	Asteraceae	
Pericallis	Asteraceae	
Perilla	Lamiaceae	
Periploca	Apocynaceae	
Peristrophe	Acanthaceae	
Pernettya	Ericaceae	
Perovskia	Lamiaceae	
Perrottetia	Dipentodonaceae	
Persea	Lauraceae	
Persicaria	Polygonaceae	
Persoonia	Proteaceae	
Petalostemon	Papilionaceae	
Petamenes	Iridaceae	
Petasites	Asteraceae	
Petchoa	Solanaceae	
Petopentia	Apocynaceae	
Petrea	Verbenaceae	
Petrocallis	Brassicaceae	
Petrocoptis	Caryophyllaceae	
Petrocosmea	Gesneriaceae	
Petromarula	Campanulaceae	
Petrophytum	Rosaceae	
Petrorhagia	Caryophyllaceae	
Petroselinum	Apiaceae	
Petteria	Papilionaceae	
Petunia	Solanaceae	
Peucedanum	Apiaceae	
Peumus	Monimiaceae	
Phacelia	Boraginaceae	
Phacocapnos	Papaveraceae	
Phaedranassa	Amaryllidaceae	
Phaedranthus	Bignoniaceae	
Phaenocoma	Asteraceae	
Phaenosperma	Poaceae	
Phagnalon	Asteraceae	
Phaiophleps	Iridaceae	
Phaius	Orchidaceae	
Phalaenopsis	Orchidaceae	
Phalaris	Poaceae	
Phalocallis	Iridaceae	
Phanerophlebia	Dryopteridaceae	
Pharbitis	Convolvulaceae	
Pharnaceum	Molluginaceae	
Phaseolus	Papilionaceae	
Phedimus	Crassulaceae	
Phegopteris	Thelypteridaceae	
Phellodendron	Rutaceae	
Phemeranthus	Portulacaceae	
Phenakospermum	Strelitziaceae	
Pherosphaera	Podocarpaceae	
Philadelphus	Hydrangeaceae	
Philesia	Philesiaceae	
Philibertia	Apocynaceae	
Phillyrea	Oleaceae	
Philodendron	Araceae	
Philotheca	Rutaceae	
Phlebodium	Polypodiaceae	
Phleum	Poaceae	
Phlomis	Lamiaceae	
Phlox	Polemoniaceae	
Phoebe	Lauraceae	
Phoenicaulis	Brassicaceae	
Phoenix	Arecaceae	
Phormium	Hemerocallidaceae	
Photinia	Rosaceae	
Phragmites	Poaceae	
Phryganocydia	Bignoniaceae	
Phrynium	Marantaceae	
Phuopsis	Rubiaceae	
Phycella	Amaryllidaceae	
Phygelius	Scrophulariaceae	
Phyla	Verbenaceae	
Phylica	Rhamnaceae	
Phyllagathis	Melastomataceae	
Phyllanthus	Phyllanthaceae	
Phylliopsis	Ericaceae	
Phyllitis	Aspleniaceae	
Phyllocladus	Podocarpaceae	
Phyllodoce	Ericaceae	
Phyllostachys	Poaceae	
Phyllothamnus	Ericaceae	
Phymatosorus	Polypodiaceae	
Phymosia	Malvaceae	
Phyodina	Commelinaceae	
Physaliastrum	Solanaceae	
Physalis	Solanaceae	
Physaria	Brassicaceae	
Physocarpus	Rosaceae	
Physochlaina	Solanaceae	
Physoplexis	Campanulaceae	
Physostegia	Lamiaceae	
Phyteuma	Campanulaceae	
Phytolacca	Phytolaccaceae	
Piaranthus	Apocynaceae	
Picea	Pinaceae	
Picrasma	Simaroubaceae	
Picris	Asteraceae	
Picrorhiza	Plantaginaceae	
Pieris	Ericaceae	
Pilea	Urticaceae	
Pileostegia	Hydrangeaceae	
Pilgerodendron	Cupressaceae	
Pilosella	Asteraceae	
Pilularia	Marsileaceae	
Pimelea	Thymelaeaceae	
Pimenta	Myrtaceae	
Pimpinella	Apiaceae	
Pinanga	Arecaceae	
Pinellia	Araceae	
Pinguicula	Lentibulariaceae	
Pinus	Pinaceae	
Piper	Piperaceae	
Piptanthus	Papilionaceae	
Pisonia	Nyctaginaceae	
Pistacia	Anacardiaceae	
Pistia	Araceae	
Pisum	Papilionaceae	
Pitavia	Rutaceae	
Pitcairnia	Bromeliaceae	
Pithecellobium	Mimosaceae	
Pithecoctenium	Bignoniaceae	
Pittosporum	Pittosporaceae	
Pityrogramma	Pteridaceae	
Plagianthus	Malvaceae	
Plagiobothrys	Boraginaceae	
Plagiomnium	Sphagnaceae	
Plagiorhegma	Berberidaceae	
Planchonella	Ochnaceae	
Planera	Ulmaceae	
Plantago	Plantaginaceae	
Platanthera	Orchidaceae	
Platanus	Platanaceae	
Platycarya	Juglandaceae	
Platycerium	Polypodiaceae	
Platycladus	Cupressaceae	
Platycodon	Campanulaceae	
Platycrater	Hydrangeaceae	
Platytheca	Tremandraceae	
Plecostachys	Asteraceae	
Plectocephalus	Asteraceae	
Plectocolea	Jungermanniaceae	
Plectranthus	Lamiaceae	
Pleioblastus	Poaceae	
Pleione	Orchidaceae	
Pleiospilos	Aizoaceae	
Pleomele	Dracaenaceae	
Pleurochaete	Sphagnaceae	
Pleurospermum	Apiaceae	
Plexipus	Verbenaceae	
Plumbago	Plumbaginaceae	
Plumeria	Apocynaceae	
Pneumatopteris	Thelypteridaceae	
Poa	Poaceae	
Podalyria	Papilionaceae	
Podanthus	Asteraceae	
Podistera	Apiaceae	
Podocarpus	Podocarpaceae	
Podolepis	Asteraceae	
Podophyllum	Berberidaceae	For P. Hexandrum see <g>Sinopodophyllum</g>
Podranea	Bignoniaceae	
Pogonarthria	Poaceae	
Pogonatherum	Poaceae	
Pogonia	Orchidaceae	
Pogostemon	Lamiaceae	
Polanisia	Capparaceae	
Polemonium	Polemoniaceae	
Polianthes	Asparagaceae	
Poliomintha	Lamiaceae	
Poliothyrsis	Salicaceae	
Pollia	Commelinaceae	
Polygala	Polygalaceae	
Polygaloides	Polygalaceae	
Polygonatum	Asparagaceae	
Polygonum	Polygonaceae	
Polylepis	Rosaceae	
Polymnia	Asteraceae	
Polypodiodes	Polypodiaceae	
Polypodium	Polypodiaceae	
Polypogon	Poaceae	
Polypompholyx	Lentibulariaceae	
Polyscias	Araliaceae	
Polyspora	Theaceae	
Polystichum	Dryopteridaceae	
Polyxena	Asparagaceae	
Pomaderris	Rhamnaceae	
Poncirus	Rutaceae	
Ponerorchis	Orchidaceae	
Pontederia	Pontederiaceae	
Populus	Salicaceae	
Porana	Convolvulaceae	
Porophyllum	Asteraceae	
Porteranthus	Rosaceae	
Portulaca	Portulacaceae	
Portulacaria	Didiereaceae	
Potamogeton	Potamogetonaceae	
Potentilla	Rosaceae	
Poterium	Rosaceae	
Pourthiaea	Rosaceae	
Pouteria	Sapotaceae	
Prangos	Apiaceae	
Prasium	Lamiaceae	
Pratia	Campanulaceae	
Premna	Verbenaceae	
Prenanthes	Asteraceae	
Preslia	Lamiaceae	
Prestonia	Apocynaceae	
Primula	Primulaceae	
Primulina	Gesneriaceae	
Prinsepia	Rosaceae	
Prionosciadium	Apiaceae	
Pritchardia	Arecaceae	
Pritzelago	Brassicaceae	
Proboscidea	Pedaliaceae	
Prosartes	Liliaceae	
Prosopis	Mimosaceae	
Prospero	Asparagaceae	
Prostanthera	Lamiaceae	
Prosthechea	Orchidaceae	
Protea	Proteaceae	
Prumnopitys	Podocarpaceae	
Prunella	Lamiaceae	
Prunus	Rosaceae	
Psacalium	Asteraceae	
Psammisia	Ericaceae	
Pseuderanthemum	Acanthaceae	
Pseudocydonia	Rosaceae	
Pseudofumaria	Papaveraceae	
Pseudogynoxys	Asteraceae	
Pseudolarix	Pinaceae	
Pseudolithos	Apocynaceae	
Pseudolysimachion	Scrophulariaceae	
Pseudomertensia	Boraginaceae	
Pseudomuscari	Asparagaceae	
Pseudopanax	Araliaceae	
Pseudophegopteris	Thelypteridaceae	
Pseudophoenix	Arecaceae	
Pseudosasa	Poaceae	
Pseudostellaria	Caryophyllaceae	
Pseudotaxus	Taxaceae	
Pseudotsuga	Pinaceae	
Pseudowintera	Winteraceae	
Psidium	Myrtaceae	
Psilostrophe	Asteraceae	
Psilotum	Psilotaceae	
Psophocarpus	Papilionaceae	
Psoralea	Papilionaceae	
Psychotria	Rubiaceae	
Psylliostachys	Plumbaginaceae	
Ptelea	Rutaceae	
Pteracanthus	Acanthaceae	
Pteridium	Dennstaedtiaceae	
Pteridophyllum	Papaveraceae	
Pteris	Pteridaceae	
Pterocactus	Cactaceae	
Pterocarya	Juglandaceae	
Pteroceltis	Cannabaceae	
Pterocephalus	Caprifoliaceae	
Pterodiscus	Pedaliaceae	
Pterostylis	Orchidaceae	
Pterostyrax	Styracaceae	
Pteryxia	Apiaceae	
Ptilimnium	Apiaceae	
Ptilostemon	Asteraceae	
Ptilotrichum	Brassicaceae	
Ptilotus	Amaranthaceae	
Ptychosperma	Arecaceae	
Puccinellia	Poaceae	
Pueraria	Papilionaceae	
Pulicaria	Asteraceae	
Pulmonaria	Boraginaceae	
Pulsatilla	Ranunculaceae	
Pultenaea	Papilionaceae	
Punica	Lythraceae	
Purshia	Rosaceae	
Puschkinia	Asparagaceae	
Putoria	Rubiaceae	
Puya	Bromeliaceae	
Pycnanthemum	Lamiaceae	
Pycnostachys	Lamiaceae	
Pycreus	Cyperaceae	
Pygmea	Scrophulariaceae	
Pyracantha	Rosaceae	
Pyracomeles	Rosaceae	
Pyrenaria	Theaceae	
Pyrethropsis	Asteraceae	
Pyrethrum	Asteraceae	
Pyrocydonia	Rosaceae	
Pyrola	Ericaceae	
Pyronia	Rosaceae	
Pyrostegia	Bignoniaceae	
Pyrrhopappus	Asteraceae	
Pyrrocoma	Asteraceae	
Pyrrosia	Polypodiaceae	
Pyrus	Rosaceae	
Qiongzhuea	Poaceae	
Quercus	Fagaceae	
Quesnelia	Bromeliaceae	
Quillaja	Quillajaceae	
Quisqualis	Combretaceae	
Rabdosia	Lamiaceae	
Rabiea	Aizoaceae	
Racopilum	Sphagnaceae	
Racosperma	Mimosaceae	
Radermachera	Bignoniaceae	
Ramberlea	Gesneriaceae	
Ramonda	Gesneriaceae	
Randia	Rubiaceae	
Ranunculus	Ranunculaceae	
Ranzania	Berberidaceae	
Raoulia	Asteraceae	
Raphanus	Brassicaceae	
Raphiolepis	Rosaceae	
Raphionacme	Apocynaceae	
Ratibida	Asteraceae	
Raukaua	Araliaceae	
Rauvolfia	Apocynaceae	
Ravenala	Strelitziaceae	
Ravenea	Arecaceae	
Rebutia	Cactaceae	
Rechsteineria	Gesneriaceae	
Reevesia	Sterculiaceae	
Regelia	Myrtaceae	
Regnellidium	Marsileaceae	
Rehderodendron	Styracaceae	
Rehmannia	Plantaginaceae	
Reichardia	Asteraceae	
Reineckea	Asparagaceae	
Reinwardtia	Linaceae	
Relhania	Asteraceae	
Remusatia	Araceae	
Reseda	Resedaceae	
Restio	Restionaceae	
Retama	Papilionaceae	
Reynoutria	Polygonaceae	
Rhabdothamnus	Gesneriaceae	
Rhadamanthus	Asparagaceae	
Rhagodia	Amaranthaceae	
Rhamnella	Rhamnaceae	
Rhamnus	Rhamnaceae	
Rhaphidophora	Araceae	
Rhaphiobotrya	Rosaceae	
Rhaphiolepis	Rosaceae	
Rhaphithamnus	Verbenaceae	
Rhapidophyllum	Arecaceae	
Rhapis	Arecaceae	
Rhaponticum	Compositae	
Rhazya	Apocynaceae	
Rhektophyllum	Araceae	
Rheum	Polygonaceae	
Rhexia	Melastomataceae	
Rhigozum	Bignoniaceae	
Rhinanthus	Orobanchaceae	
Rhinephyllum	Aizoaceae	
Rhipsalidopsis	Cactaceae	
Rhipsalis	Cactaceae	
Rhodanthe	Asteraceae	
Rhodanthemum	Asteraceae	
Rhodea	Liliaceae	
Rhodiola	Crassulaceae	
Rhodochiton	Plantaginaceae	
Rhodocoma	Restionaceae	
Rhododendron	Ericaceae	
Rhodohypoxis	Hypoxidaceae	
Rhodoleia	Hamamelidaceae	
Rhodomyrtus	Myrtaceae	
Rhodophiala	Amaryllidaceae	
Rhodora	Ericaceae	
Rhodothamnus	Ericaceae	
Rhodotypos	Rosaceae	
Rhodoxis	Hypoxidaceae	
Rhoeo	Commelinaceae	
Rhoicissus	Vitaceae	
Rhombophyllum	Aizoaceae	
Rhopaloblaste	Arecaceae	
Rhopalostylis	Arecaceae	
Rhus	Anacardiaceae	
Rhynchelytrum	Poaceae	
Rhynchosia	Papilionaceae	
Rhynchospora	Cyperaceae	
Rhytidocaulon	Apocynaceae	
Ribes	Grossulariaceae	
Richea	Ericaceae	
Ricinocarpos	Euphorbiaceae	
Ricinus	Euphorbiaceae	
Ridolfia	Apiaceae	
Rigidella	Iridaceae	
Riocreuxia	Apocynaceae	
Rivina	Phytolaccaceae	
Robinia	Papilionaceae	
Rochea	Crassulaceae	
Rodgersia	Saxifragaceae	
Roella	Campanulaceae	
Roemeria	Papaveraceae	
Rohdea	Asparagaceae	
Roldana	Asteraceae	
Romanzoffia	Boraginaceae	
Romneya	Papaveraceae	
Romulea	Iridaceae	
Rondeletia	Rubiaceae	
Rorippa	Brassicaceae	
Rosa	Rosaceae	
Roscoea	Zingiberaceae	
Rosenia	Asteraceae	
Rosmarinus	Lamiaceae	
Rossioglossum	Orchidaceae	
Rostrinucula	Lamiaceae	
Rosularia	Crassulaceae	
Rotala	Lythraceae	
Rotheca	Lamiaceae	
Rothmannia	Rubiaceae	
Rubia	Rubiaceae	
Rubus	Rosaceae	
Rudbeckia	Asteraceae	
Ruellia	Acanthaceae	
Rulingia	Sterculiaceae	
Rumex	Polygonaceae	
Rumohra	Dryopteridaceae	
Rupicapnos	Papaveraceae	
Ruschia	Aizoaceae	
Ruscus	Asparagaceae	
Ruspolia	Acanthaceae	
Russelia	Plantaginaceae	
Ruta	Rutaceae	
Ruttya	Acanthaceae	
Ruttyruspolia	Acanthaceae	
Rytidosperma	Poaceae	
Sabal	Arecaceae	
Sabatia	Gentianaceae	
Saccharum	Poaceae	
Sacoila	Orchidaceae	
Sadleria	Blechnaceae	
Sageretia	Rhamnaceae	
Sagina	Caryophyllaceae	
Sagittaria	Alismataceae	
Saintpaulia	Gesneriaceae	
Salicornia	Amaranthaceae	
Salix	Salicaceae	
Salpiglossis	Solanaceae	
Salsola	Amaranthaceae	
Salvia	Lamiaceae	
Salvinia	Salviniaceae	
Sambucus	Adoxaceae	
Samolus	Primulaceae	
Sanchezia	Acanthaceae	
Sandersonia	Colchicaceae	
Sanguinaria	Papaveraceae	
Sanguisorba	Rosaceae	
Sanicula	Apiaceae	
Saniella	Hypoxidaceae	
Sansevieria	Asparagaceae	
Santalum	Santalaceae	
Santolina	Asteraceae	
Sanvitalia	Asteraceae	
Sapindus	Sapindaceae	
Saponaria	Caryophyllaceae	
Saposhnikovia	Apiaceae	
Saracha	Solanaceae	
Sarcandra	Chloranthaceae	
Sarcocapnos	Papaveraceae	
Sarcococca	Buxaceae	
Sarcopoterium	Rosaceae	
Sarcostemma	Apocynaceae	
Saritaea	Bignoniaceae	
Sarmienta	Gesneriaceae	
Sarothamnus	Papilionaceae	
Sarracenia	Sarraceniaceae	
Saruma	Aristolochiaceae	
Sasa	Poaceae	
Sasaella	Poaceae	
Sasamorpha	Poaceae	
Sassafras	Lauraceae	
Satureja	Lamiaceae	
Satyrium	Orchidaceae	
Saurauia	Actinidiaceae	
Sauromatum	Araceae	
Saururus	Saururaceae	
Saussurea	Asteraceae	
Saxegothaea	Podocarpaceae	
Saxifraga	Saxifragaceae	
Scabiosa	Caprifoliaceae	
Scadoxus	Amaryllidaceae	
Scaevola	Goodeniaceae	
Scandix	Apiaceae	
Scaphochlamys	Zingiberaceae	
Sceletium	Aizoaceae	
Schefflera	Araliaceae	
Schima	Theaceae	
Schinus	Anacardiaceae	
Schisandra	Schisandraceae	
Schistostega	Sphagnaceae	
Schivereckia	Brassicaceae	
Schizachyrium	Poaceae	
Schizanthus	Solanaceae	
Schizocarphus	Asparagaceae	
Schizocentron	Melastomataceae	
Schizocodon	Diapensiaceae	
Schizolobium	Caesalpiniaceae	
Schizopetalon	Brassicaceae	
Schizophragma	Hydrangeaceae	
Schizostachyum	Poaceae	
Schizostylis	Iridaceae	
Schlumbergera	Cactaceae	
Schoenoplectus	Cyperaceae	
Schoenoxiphium	Cyperaceae	
Schoenus	Cyperaceae	
Schotia	Caesalpiniaceae	
Schrebera	Oleaceae	
Sciadopitys	Sciadopityaceae	
Scilla	Asparagaceae	
Scindapsus	Araceae	
Scirpoides	Cyperaceae	
Scirpus	Cyperaceae	
Scleranthus	Caryophyllaceae	
Sclerochiton	Acanthaceae	
Scoliopus	Liliaceae	
Scolopendrium	Aspleniaceae	
Scopolia	Solanaceae	
Scorzonera	Asteraceae	
Scorzoneroides	Asteraceae	
Scrophularia	Scrophulariaceae	
Scutellaria	Lamiaceae	
Sebaea	Gentianaceae	
Securigera	Papilionaceae	
Sedastrum	Crassulaceae	
Sedella	Crassulaceae	
Sedeveria	Crassulaceae	
Sedum	Crassulaceae	
Seemannia	Gesneriaceae	
Selaginella	Selaginellaceae	
Selago	Scrophulariaceae	
Selenicereus	Cactaceae	
Selera	Malvaceae	
Selinum	Apiaceae	
Selliera	Goodeniaceae	
Semele	Asparagaceae	
Semiaquilegia	Ranunculaceae	
Semiarundinaria	Poaceae	
Semnanthe	Aizoaceae	
Sempervivella	Crassulaceae	
Sempervivum	Crassulaceae	
Senecio	Asteraceae	
Senna	Caesalpiniaceae	
Sequoia	Cupressaceae	
Sequoiadendron	Cupressaceae	
Serapias	Orchidaceae	
Serenoa	Arecaceae	
Sericocarpus	Asteraceae	
Seriphidium	Asteraceae	
Serissa	Rubiaceae	
Serratula	Asteraceae	
Serruria	Proteaceae	
Sesamothamnus	Pedaliaceae	
Sesamum	Pedaliaceae	
Sesbania	Papilionaceae	
Seseli	Apiaceae	
Sesleria	Poaceae	
Setaria	Poaceae	
Setcreasea	Commelinaceae	
Severinia	Rutaceae	
Shepherdia	Elaeagnaceae	
Sherardia	Rubiaceae	
Shibataea	Poaceae	
Shortia	Diapensiaceae	
Sibbaldia	Rosaceae	
Sibbaldiopsis	Rosaceae	
Sibiraea	Rosaceae	
Sibthorpia	Plantaginaceae	
Sida	Malvaceae	
Sidalcea	Malvaceae	
Sideritis	Lamiaceae	
Sieversia	Rosaceae	
Silaum	Apiaceae	
Silene	Caryophyllaceae	
Siler	Umbelliferae	
Silphium	Asteraceae	
Silybum	Asteraceae	
Simmondsia	Simmondsiaceae	
Sinacalia	Asteraceae	
Sinapis	Brassicaceae	
Sinarundinaria	Poaceae	
Sinningia	Gesneriaceae	
Sinobambusa	Poaceae	
Sinocalycalycanthus	Calycanthaceae	
Sinocalycanthus	Calycanthaceae	
Sinocrassula	Crassulaceae	
Sinofranchetia	Lardizabalaceae	
Sinojackia	Styracaceae	
Sinopanax	Araliaceae	
Sinopodophyllum	Berberidaceae	
Sinowilsonia	Hamamelidaceae	
Siphocampylus	Campanulaceae	
Siphocranion	Lamiaceae	
Siphonochilus	Zingiberaceae	
Sison	Apiaceae	
Sisymbrium	Brassicaceae	
Sisyrinchium	Iridaceae	
Sium	Apiaceae	
Skimmia	Rutaceae	
Sloanea	Elaeocarpaceae	
Smallanthus	Asteraceae	
Smelowskia	Brassicaceae	
Smilacina	Convallariaceae	For S. racemosa see <g>Maianthemum</g>
Smilax	Smilacaceae	
Smithiantha	Gesneriaceae	
Smithicodonia	Gesneriaceae	
Smyrnium	Apiaceae	
Socratea	Arecaceae	
Solandra	Solanaceae	
Solanum	Solanaceae	
Solaria	Alliaceae	
Soldanella	Primulaceae	
Soleirolia	Urticaceae	
Solenanthus	Boraginaceae	
Solenomelus	Iridaceae	
Solenopsis	Campanulaceae	
Solenostemon	Lamiaceae	
Solidago	Asteraceae	
Solidaster	Asteraceae	
Sollya	Pittosporaceae	
Solms-laubachia	Brassicaceae	
Sonchus	Asteraceae	
Sophora	Papilionaceae	
Sorbaria	Rosaceae	
Sorbaronia	Rosaceae	
Sorbocrataegus	Rosaceae	
Sorbopyrus	Rosaceae	
Sorbus	Rosaceae	
Sorghastrum	Poaceae	
Sorghum	Poaceae	
Soroseris	Asteraceae	
Souliea	Ranunculaceae	
Sparaxis	Iridaceae	
Sparganium	Sparganiaceae	
Sparrmannia	Malvaceae	
Spartina	Poaceae	
Spartium	Papilionaceae	
Spartocytisus	Papilionaceae	
Spathantheum	Araceae	
Spathicarpa	Araceae	
Spathipappus	Asteraceae	
Spathiphyllum	Araceae	
Spathodea	Bignoniaceae	
Spathoglottis	Orchidaceae	
Speirantha	Asparagaceae	
Spergularia	Caryophyllaceae	
Sphacele	Lamiaceae	
Sphaeralcea	Malvaceae	
Sphaeromeria	Asteraceae	
Sphagneticola	Asteraceae	
Sphagnum	Sphagnaceae	
Sphenomeris	Dennstaedtiaceae	
Sphenosciadium	Apiaceae	
Sphenotoma	Ericaceae	
Spigelia	Loganiaceae	
Spilanthes	Asteraceae	
Spiloxene	Hypoxidaceae	
Spinacia	Amaranthaceae	
Spiraea	Rosaceae	
Spiranthes	Orchidaceae	
Spirodela	Araceae	
Spodiopogon	Poaceae	
Sporobolus	Poaceae	
Spraguea	Portulacaceae	
Sprekelia	Amaryllidaceae	
Staberoha	Restionaceae	
Stachys	Lamiaceae	
Stachytarpheta	Verbenaceae	
Stachyurus	Stachyuraceae	
Staehelina	Asteraceae	
Stangeria	Stangeriaceae	
Stanleya	Brassicaceae	
Stapelia	Apocynaceae	
Staphylea	Staphyleaceae	
Statice	Plumbaginaceae	
Stauntonia	Lardizabalaceae	
Stegnogramma	Thelypteridaceae	
Steirodiscus	Asteraceae	
Stellaria	Caryophyllaceae	
Stellera	Thymelaeaceae	
Stemmacantha	Asteraceae	
Stemodia	Scrophulariaceae	
Stenandrium	Acanthaceae	
Stenanthium	Melanthiaceae	
Stenocarpus	Proteaceae	
Stenochlaena	Blechnaceae	
Stenocoelium	Apiaceae	
Stenoglottis	Orchidaceae	
Stenogramma	Thelypteridaceae	
Stenomesson	Amaryllidaceae	
Stenorrhynchos	Orchidaceae	
Stenotaphrum	Poaceae	
Stenotus	Asteraceae	
Stephanandra	Rosaceae	
Stephania	Menispermaceae	
Stephanotis	Apocynaceae	
Sterculia	Malvaceae	
Sternbergia	Amaryllidaceae	
Stetsonia	Cactaceae	
Stevia	Asteraceae	
Stewartia	Theaceae	
Sticherus	Gleicheniaceae	
Stictocardia	Convolvulaceae	
Stigmaphyllon	Malpighiaceae	
Stilbocarpa	Apiaceae	
Stipa	Poaceae	For S. arundinacea, see A. lessoniana under <g>Anemanthele</g>
Stoebe	Asteraceae	
Stokesia	Asteraceae	
Stranvaesia	Rosaceae	
Stranvinia	Rosaceae	
Stratiotes	Hydrocharitaceae	
Strelitzia	Strelitziaceae	
Streptocarpella	Gesneriaceae	
Streptocarpus	Gesneriaceae	
Streptolirion	Commelinaceae	
Streptopus	Liliaceae	
Streptosolen	Solanaceae	
Strobilanthes	Acanthaceae	
Stromanthe	Marantaceae	
Strongylodon	Papilionaceae	
Strophanthus	Apocynaceae	
Strumaria	Amaryllidaceae	
Struthiopteris	Blechnaceae	
Strychnos	Loganiaceae	
Stuartia	Theaceae	
Stylidium	Stylidiaceae	
Stylomecon	Papaveraceae	
Stylophorum	Papaveraceae	
Stypandra	Phormiaceae	
Styphelia	Ericaceae	
Styphnolobium	Papilionaceae	
Styrax	Styracaceae	
Suaeda	Amaranthaceae	
Succisa	Caprifoliaceae	
Succisella	Caprifoliaceae	
Sulcorebutia	Cactaceae	
Sullivantia	Saxifragaceae	
Sutera	Scrophulariaceae	
Sutherlandia	Papilionaceae	
Swainsona	Papilionaceae	
Swertia	Gentianaceae	
Swietenia	Meliaceae	
Syagrus	Arecaceae	
Sycoparrotia	Hamamelidaceae	
Sycopsis	Hamamelidaceae	
Symphoricarpos	Caprifoliaceae	
Symphyandra	Campanulaceae	
Symphyotrichum	Asteraceae	
Symphytum	Boraginaceae	
Symplocarpus	Araceae	
Symplocos	Symplocaceae	
Synadenium	Euphorbiaceae	
Syncarpha	Asteraceae	
Syncolostemon	Lamiaceae	
Syneilesis	Asteraceae	
Syngonium	Araceae	
Synnotia	Iridaceae	
Synsepalum	Sapotaceae	
Synthyris	Plantaginaceae	
Synurus	Asteraceae	
Syringa	Oleaceae	
Syringodea	Iridaceae	
Syzygium	Myrtaceae	
Tabebuia	Bignoniaceae	
Tabernaemontana	Apocynaceae	
Tacca	Taccaceae	
Taccarum	Araceae	
Tacitus	Crassulaceae	
Tacsonia	Passifloraceae	
Taenidia	Apiaceae	
Tagetes	Asteraceae	
Taiwania	Cupressaceae	
Talbotia	Velloziaceae	
Talinum	Portulacaceae	
Tamarindus	Caesalpiniaceae	
Tamarix	Tamaricaceae	
Tamus	Dioscoreaceae	
Tanacetum	Asteraceae	
Tanakaea	Saxifragaceae	
Tapeinochilos	Costaceae	
Tapiscia	Staphyleaceae	
Tarasa	Malvaceae	
Taraxacum	Asteraceae	
Tarchonanthus	Asteraceae	
Tasmannia	Winteraceae	
Taxodium	Cupressaceae	
Taxus	Taxaceae	
Tecoma	Bignoniaceae	
Tecomanthe	Bignoniaceae	
Tecomaria	Bignoniaceae	
Tecophilaea	Tecophilaeaceae	
Tectaria	Tectariaceae	
Tectona	Verbenaceae	
Telanthophora	Asteraceae	
Telekia	Asteraceae	
Telephium	Molluginaceae	
Telesonix	Saxifragaceae	
Teline	Papilionaceae	
Tellima	Saxifragaceae	
Telopea	Proteaceae	
Templetonia	Papilionaceae	
Temu	Myrtaceae	
Tephrocactus	Cactaceae	
Tephroseris	Asteraceae	
Tephrosia	Papilionaceae	
Terminalia	Combretaceae	
Ternstroemia	Pentaphylacaceae	
Tetracentron	Trochodendraceae	
Tetraclinis	Cupressaceae	
Tetradenia	Lamiaceae	
Tetradium	Rutaceae	
Tetraglochin	Rosaceae	
Tetragonia	Aizoaceae	
Tetragonolobus	Papilionaceae	
Tetraneuris	Asteraceae	
Tetrapanax	Araliaceae	
Tetrapathaea	Passifloraceae	
Tetrastigma	Vitaceae	
Tetratheca	Elaeocarpaceae	
Teucridium	Lamiaceae	
Teucrium	Lamiaceae	
Thalia	Marantaceae	
Thalictrum	Ranunculaceae	
Thamnocalamus	Poaceae	
Thamnochortus	Restionaceae	
Thapsia	Apiaceae	
Thea	Theaceae	
Theilera	Campanulaceae	
Thelionema	Hemerocallidaceae	
Thelocactus	Cactaceae	
Thelymitra	Orchidaceae	
Thelypteris	Thelypteridaceae	
Themeda	Poaceae	
Theobroma	Malvaceae	
Thermopsis	Papilionaceae	
Therorhodion	Ericaceae	
Thevetia	Apocynaceae	
Thladiantha	Cucurbitaceae	
Thlaspi	Brassicaceae	
Thrinax	Arecaceae	
Thryptomene	Myrtaceae	
Thuja	Cupressaceae	
Thujopsis	Cupressaceae	
Thunbergia	Acanthaceae	
Thunia	Orchidaceae	
Thylacospermum	Caryophyllaceae	
Thymbra	Lamiaceae	
Thymelaea	Thymelaeaceae	
Thymus	Lamiaceae	
Thysanotus	Asparagaceae	
Tiarella	Saxifragaceae	
Tibouchina	Melastomataceae	
Tigridia	Iridaceae	
Tilia	Malvaceae	
Tilingia	Apiaceae	
Tillaea	Crassulaceae	
Tillandsia	Bromeliaceae	
Tinantia	Commelinaceae	
Tinnea	Lamiaceae	
Tipuana	Papilionaceae	
Tipularia	Orchidaceae	
Titanopsis	Aizoaceae	
Titanotrichum	Gesneriaceae	
Tithonia	Asteraceae	
Todea	Osmundaceae	
Tofieldia	Tofieldiaceae	
Tolmiea	Saxifragaceae	
Tolpis	Asteraceae	
Tonestus	Asteraceae	
Toona	Meliaceae	
Tordylium	Apiaceae	
Torenia	Linderniaceae	
Torilis	Apiaceae	
Torreya	Taxaceae	
Tortula	Sphagnaceae	
Townsendia	Asteraceae	
Toxicodendron	Anacardiaceae	
Trachelium	Campanulaceae	
Trachelospermum	Apocynaceae	
Trachycarpus	Arecaceae	
Trachymene	Apiaceae	
Trachyspermum	Apiaceae	
Trachystemon	Boraginaceae	
Tradescantia	Commelinaceae	
Tragopogon	Asteraceae	
Trapa	Lythraceae	
Trautvetteria	Ranunculaceae	
Trevesia	Araliaceae	
Triadica	Euphorbiaceae	
Trichilia	Meliaceae	
Trichocereus	Cactaceae	
